date,product_ID,weeks_demand,sales_Amount
2021-12-09,1907XX,0.00000,0.0000000000
2021-12-09,1908XX,0.00000,0.0000000000
2021-12-09,1921XX,0.00000,0.0000000000
2021-12-09,1945XX,0.00000,0.0000000000
2021-12-09,1947ZX,0.00000,0.0000000000
2021-12-09,1953XX,0.00000,0.0000000000
2021-12-09,1956XX,0.00000,0.0000000000
2021-12-09,1956ZX,2.00000,2500.0000000000
2021-12-09,1964YX,15.00000,1486.9153500000
2021-12-09,1967YX,210.00000,37516.5000000000
2021-12-09,1970ZX,188.00000,46046.4640000000
2021-12-09,1971XX,0.00000,0.0000000000
2021-12-09,1979XX,200.00000,55727.6000000000
2021-12-09,1990XX,0.00000,0.0000000000
2021-12-09,1992XX,67.50000,39581.4330000000
2021-12-09,1993XX,2757.50000,230944.0718750000
2021-12-09,1994XX,0.00000,0.0000000000
2021-12-09,1995XX,0.00000,0.0000000000
2021-12-09,2013XX,0.00000,0.0000000000
2021-12-09,2016ZX,0.00000,0.0000000000
2021-12-09,2021ZX,23.00000,6791.3174100000
2021-12-09,2025XX,37.00000,16383.7850000000
2021-12-09,2039ZX,0.00000,0.0000000000
2021-12-09,2041ZX,1.00000,648.4200000000
2021-12-09,2044ZX,15.00000,11112.3000000000
2021-12-09,2053YX,2.00000,2425.7377800000
2021-12-09,2054XX,0.00000,0.0000000000
2021-12-09,2054ZX,6.00000,5424.0000000000
2021-12-09,2060XX,2.00000,2202.3000000000
2021-12-09,2066XX,6.00000,9305.7000000000
2021-12-09,2078ZX,0.00000,0.0000000000
2021-12-09,2096XX,0.00000,0.0000000000
2021-12-09,2096YX,6.00000,9147.4600200000
2021-12-09,2115ZX,0.00000,0.0000000000
2021-12-09,2117YX,0.00000,0.0000000000
2021-12-09,2139YX,0.00000,0.0000000000
2021-12-09,2142ZX,0.00000,0.0000000000
2021-12-09,2143XX,0.00000,0.0000000000
2021-12-09,2170YX,0.00000,0.0000000000
2021-12-09,2173ZX,4.00000,1779.7600000000
2021-12-09,2189ZX,3.00000,899.4150000000
2021-12-09,2200ZX,7.00000,3136.0000000000
2021-12-09,2212XX,28.00000,20927.3400000000
2021-12-09,2212ZX,0.00000,0.0000000000
2021-12-09,2220YX,0.00000,0.0000000000
2021-12-09,2223XX,1.00000,918.7000000000
2021-12-09,2227XX,2.00000,1503.2700000000
2021-12-09,2229XX,13.00000,13705.1632900000
2021-12-09,2229ZX,0.00000,0.0000000000
2021-12-09,2234XX,0.00000,0.0000000000
2021-12-09,2236ZX,5.00000,8086.6750000000
2021-12-09,2255ZX,0.00000,0.0000000000
2021-12-09,2265YX,8.00000,13531.7066400000
2021-12-09,2267ZX,0.00000,0.0000000000
2021-12-09,2277XX,1236.00000,7875.4459200000
2021-12-09,2291XX,2972.00000,55742.7131200000
2021-12-09,2293XX,10.00000,127.3097000000
2021-12-09,2315YX,0.00000,0.0000000000
2021-12-09,2317ZX,937.00000,34918.9166400000
2021-12-09,2326ZX,36.00000,2288.1312000000
2021-12-09,2331ZX,866.00000,181967.5485400000
2021-12-09,2336YX,0.00000,0.0000000000
2021-12-09,2337ZX,315.00000,544.0239000000
2021-12-09,2342ZX,0.00000,0.0000000000
2021-12-09,2348YX,1.00000,38440.0000000000
2021-12-09,2359ZX,315.00000,22995.0000000000
2021-12-09,2365XX,0.00000,0.0000000000
2021-12-09,2371ZX,0.00000,0.0000000000
2021-12-09,2391ZX,0.00000,0.0000000000
2021-12-09,2396ZX,5760.00000,4404.0960000000
2021-12-09,2418ZX,3090.00000,17922.0000000000
2021-12-09,2422YX,0.00000,0.0000000000
2021-12-09,2429YX,0.00000,0.0000000000
2021-12-09,2449ZX,0.00000,0.0000000000
2021-12-09,2458ZX,6125.00000,41849.8587500000
2021-12-09,2471ZX,0.00000,0.0000000000
2021-12-09,2473ZX,0.00000,0.0000000000
2021-12-09,2483YX,0.00000,0.0000000000
2021-12-09,2484YX,0.00000,0.0000000000
2021-12-09,2487YX,0.00000,0.0000000000
2021-12-09,2488ZX,0.00000,0.0000000000
2021-12-09,2498YX,3.00000,4423.6800000000
2021-12-09,2498ZX,0.00000,0.0000000000
2021-12-09,2501ZX,595.00000,20897.4412500000
2021-12-09,2508YX,1.00000,463.1000000000
2021-12-09,2513ZX,2.00000,9610.0600000000
2021-12-09,2515YX,119.00000,10710.0000000000
2021-12-09,2524XX,0.00000,0.0000000000
2021-12-09,2528ZX,0.00000,0.0000000000
2021-12-09,2539XX,0.00000,0.0000000000
2021-12-09,2548ZX,0.00000,0.0000000000
2021-12-09,2555ZX,0.00000,0.0000000000
2021-12-09,2564YX,58.00000,17933.8900000000
2021-12-09,2565ZX,0.00000,0.0000000000
2021-12-09,2573ZX,0.00000,0.0000000000
2021-12-09,2600YX,0.00000,0.0000000000
2021-12-09,2604ZX,0.00000,0.0000000000
2021-12-09,2606XX,0.00000,0.0000000000
2021-12-09,2621XX,4.00000,247.1333200000
2021-12-09,2632XX,0.00000,0.0000000000
2021-12-09,2640YX,0.00000,0.0000000000
2021-12-09,2646XX,56.00000,50866.5998400000
2021-12-09,2661ZX,0.00000,0.0000000000
2021-12-09,2662ZX,0.00000,0.0000000000
2021-12-09,2670ZX,0.00000,0.0000000000
2021-12-09,2672YX,0.00000,0.0000000000
2021-12-09,2673YX,676.00000,8788.0000000000
2021-12-09,2680YX,0.00000,0.0000000000
2021-12-09,2714ZX,2.00000,99.5969200000
2021-12-09,2727ZX,0.00000,0.0000000000
2021-12-09,2729XX,40.00000,3060.7200000000
2021-12-09,2752XX,0.00000,0.0000000000
2021-12-09,2763ZX,0.00000,0.0000000000
2021-12-09,2766XX,0.00000,0.0000000000
2021-12-09,2767XX,0.00000,0.0000000000
2021-12-09,2785YX,582.00000,20068.7800800000
2021-12-09,2803YX,0.00000,0.0000000000
2021-12-09,2814YX,2000.00000,100990.7000000000
2021-12-09,2840XX,0.00000,0.0000000000
2021-12-09,2847YX,0.00000,0.0000000000
2021-12-09,2867XX,85.00000,25298.9750000000
2021-12-09,2876ZX,4.00000,1709.7000000000
2021-12-09,2884XX,0.00000,0.0000000000
2021-12-09,2895ZX,0.00000,0.0000000000
2021-12-09,2923ZX,90.00000,1816.9713000000
2021-12-09,2925ZX,0.00000,0.0000000000
2021-12-09,2930ZX,12.00000,240.0999600000
2021-12-09,2935YX,0.00000,0.0000000000
2021-12-09,2938ZX,20.00000,584.1200000000
2021-12-09,2953YX,568.00000,27212.4540000000
2021-12-09,2953ZX,2.00000,3039.6400000000
2021-12-09,2956XX,36.00000,432.8132400000
2021-12-09,2970ZX,3.00000,1536.6150000000
2021-12-09,2977YX,0.00000,0.0000000000
2021-12-09,2982XX,0.00000,0.0000000000
2021-12-09,2987XX,0.00000,0.0000000000
2021-12-09,2988XX,0.00000,0.0000000000
2021-12-09,2994ZX,2.00000,25954.0000000000
2021-12-09,3003XX,0.00000,0.0000000000
2021-12-09,3006ZX,0.00000,0.0000000000
2021-12-09,3007ZX,0.00000,0.0000000000
2021-12-09,3016YX,0.00000,0.0000000000
2021-12-09,3025ZX,1.00000,1092.5000000000
2021-12-09,3027ZX,1.00000,1145.8300000000
2021-12-09,3038YX,0.00000,0.0000000000
2021-12-09,3044XX,1.00000,1450.0000000000
2021-12-09,3053XX,27.00000,1103.5299600000
2021-12-09,3075XX,2.00000,120.7600000000
2021-12-09,3075YX,0.00000,0.0000000000
2021-12-09,3079YX,147.00000,19771.5000000000
2021-12-09,3084ZX,2.00000,5539.6200000000
2021-12-09,3098XX,0.00000,0.0000000000
2021-12-09,3120YX,9.00000,13813.9200000000
2021-12-09,3125XX,0.00000,0.0000000000
2021-12-09,3126YX,0.00000,0.0000000000
2021-12-09,3132YX,0.00000,0.0000000000
2021-12-09,3138ZX,6.00000,2256.6960000000
2021-12-09,3143ZX,13.00000,620.9320000000
2021-12-09,3160YX,5.00000,1354.5450000000
2021-12-09,3161YX,0.00000,0.0000000000
2021-12-09,3177ZX,0.00000,0.0000000000
